2026-05-16 00:05:13 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T00:05:13.5265737-05:00
2026-05-16 00:05:13 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T00:05:13.5285740-05:00
2026-05-16 00:05:13 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T00:05:13.5295760-05:00
2026-05-16 00:05:13 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T05:05:13.6329339Z
2026-05-16 01:06:35 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T01:06:35.7466953-05:00
2026-05-16 01:06:35 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T01:06:35.7486956-05:00
2026-05-16 01:06:35 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T01:06:35.7496932-05:00
2026-05-16 01:06:35 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T06:06:35.8495778Z
2026-05-16 02:07:58 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T02:07:58.5714513-05:00
2026-05-16 02:07:58 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T02:07:58.5734508-05:00
2026-05-16 02:07:58 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T02:07:58.5744500-05:00
2026-05-16 02:07:58 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T07:07:58.6681910Z
2026-05-16 03:09:22 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T03:09:22.3355440-05:00
2026-05-16 03:09:22 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T03:09:22.3385421-05:00
2026-05-16 03:09:22 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T03:09:22.3395432-05:00
2026-05-16 03:09:22 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T08:09:22.4375729Z
2026-05-16 04:10:54 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T04:10:54.1790000-05:00
2026-05-16 04:10:54 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T04:10:54.1820001-05:00
2026-05-16 04:10:54 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T04:10:54.1830001-05:00
2026-05-16 04:10:54 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T09:10:54.2910559Z
2026-05-16 05:12:19 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T05:12:19.6973281-05:00
2026-05-16 05:12:19 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T05:12:19.7003324-05:00
2026-05-16 05:12:19 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T05:12:19.7023319-05:00
2026-05-16 05:12:19 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T10:12:19.8047966Z
2026-05-16 06:13:42 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T06:13:42.4559945-05:00
2026-05-16 06:13:42 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T06:13:42.4589938-05:00
2026-05-16 06:13:42 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-16T06:13:42.4599927-05:00
2026-05-16 06:13:42 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-16T11:13:42.5639169Z
2026-05-16 07:15:09 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-16T07:15:08.9634159-05:00
2026-05-16 07:15:09 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-16T07:15:08.9654156-05:00
