2026-05-18 08:06:54 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-18T08:06:54.7243991-05:00
2026-05-18 08:06:54 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-18T08:06:54.7299148-05:00
2026-05-18 08:06:54 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-18T08:06:54.7299148-05:00
2026-05-18 08:06:54 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-18T13:06:54.8754061Z
2026-05-18 09:08:15 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-18T09:08:15.3569668-05:00
2026-05-18 09:08:15 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-18T09:08:15.3589932-05:00
2026-05-18 09:08:15 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-18T09:08:15.3599649-05:00
2026-05-18 09:08:15 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-18T14:08:15.4790967Z
2026-05-18 10:09:36 | INF | WINDOWS-UPDATE | KB=KB5007651 | Title=Update for Windows Security platform - KB5007651 (Version 10.0.29554.1001) | Status=Skipped | 2026-05-18T10:09:36.0430947-05:00
2026-05-18 10:09:36 | INF | WINDOWS-UPDATE | KB= | Title=Brother - Printer - 1.11.0.0 | Status=Skipped | 2026-05-18T10:09:36.0450967-05:00
2026-05-18 10:09:36 | INF | WINDOWS-UPDATE | KB=KB5089549 | Title=Windows 11, version 25H2 | Status=Skipped | 2026-05-18T10:09:36.0460947-05:00
2026-05-18 10:09:36 | INF | WINDOWS-UPDATE | KB=PendingReboot | Title=Reboot pending from a previous update cycle | RebootRequired=true | 2026-05-18T15:09:36.1466556Z
2026-05-18 10:09:41 | WRN | WINGET | \ | Status="Failed" | Error=winget exit code -1978335212:  | 2026-05-18T15:09:41.7378373Z
2026-05-18 10:09:48 | INF | WINGET | Microsoft.msodbcsql.17 | Status="Succeeded" | RebootRequired=false | 2026-05-18T15:09:48.1002883Z
2026-05-18 10:09:56 | INF | WINGET | Microsoft.Sqlcmd | Status="Succeeded" | RebootRequired=false | 2026-05-18T15:09:56.4636583Z
2026-05-18 10:10:04 | INF | WINGET | Microsoft.msodbcsql.18 | Status="Succeeded" | RebootRequired=false | 2026-05-18T15:10:04.8423607Z
2026-05-18 10:10:06 | WRN | WINGET | 14.44.35211.0 | Status="Failed" | Error=winget exit code -1978335212:  | 2026-05-18T15:10:06.1014165Z
2026-05-18 10:10:07 | WRN | WINGET | Microsoft.WindowsInstallationAssistant 1.4.19041.3630 1.4.19041.6448 winget | Status="Failed" | Error=winget exit code -1978335212:  | 2026-05-18T15:10:07.3375097Z
2026-05-18 10:10:08 | WRN | WINGET | Microsoft.PowerShell | Status="Failed" | Error=winget exit code -1978335189:  | 2026-05-18T15:10:08.5793944Z
2026-05-18 10:10:09 | WRN | WINGET | 14.44.35211.0 | Status="Failed" | Error=winget exit code -1978335212:  | 2026-05-18T15:10:09.8376666Z
2026-05-18 10:10:24 | INF | WINGET | Microsoft.WindowsAppRuntime.1.5 | Status="Succeeded" | RebootRequired=false | 2026-05-18T15:10:24.2880729Z
